"CODE DECLARANT";"CODE DIFFUSEUR";GRID;"CODE EAN 13";"CODE UPC";"IDENTIFIANT PRODUIT DECLARANT";"TYPE SERVICE";"TYPE PRODUIT";"TITRE PRODUIT";"TITRE OEUVRE";"NOM COMPOSITEUR";"NOM AUTEUR";"NOM EDITEUR";"NOM INTERPRETE";LABEL;"DUREE OEUVRE";"DATE DEBUT PERIODE";"DATE FIN PERIODE";"TERRITOIRE VENTE";QUANTITE;"NOM DE L'OFFRE COMMERCIALE";"TYPE MODELE COMMERCIAL";"TYPE CANAL DISTRIBUTION";"TYPE UTILISATION";"PRIX UNITAIRE HT";DEVISE

TESTONLINE;TOL;;;;;MUSI;SINGLE;"Propre sur soi";"Mon Havre";"1 Costard pour 2";;;;;4:13;01/05/2014;30/05/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;10'Kei;Mercatory;10'Kei;;;;;5:23;01/05/2014;30/05/2014;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;10'Kei;Measmus;10'Kei;;;;;8:55;01/05/2014;30/05/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Cent Vingt Deux";"Do that shit";"122 Cobayes";;;;;3:15;01/05/2014;30/05/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Cent Vingt Deux";"I'm off the chain";"122 Cobayes";;;;;3:40;01/05/2014;30/05/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Cent Vingt Deux";"Loose myself";"122 Cobayes";;;;;2:39;01/05/2014;30/05/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"17 seconds left";"Question d'argent";"17 seconds left";;;;;4:03;01/05/2014;30/05/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"17 seconds left";"La main de Dieu";"17 seconds left";;;;;3:58;01/05/2014;30/05/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"20 centimes dans l\'eau";L'As;"20 centimes dans l'eau";;;;;4:13;01/05/2014;30/05/2014;FR;3;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Mais qui a jeté 20 centimes dans l\'eau?";"500 euros";"20 centimes dans l'eau";;;;;3:46;01/05/2014;30/05/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"20 centimes dans l\'eau";Samy;"20 centimes dans l'eau";;;;;3:09;01/05/2014;30/05/2014;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"20 centimes dans l\'eau";"La vieille photo";"20 centimes dans l'eau";;;;;3:41;01/05/2014;30/05/2014;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Mais qui a jeté 20 centimes dans l\'eau?";"Le bon de sortie";"20 centimes dans l'eau";;;;;5:27;01/05/2014;30/05/2014;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"20 centimes dans l\'eau";Bernadette;"20 centimes dans l'eau";;;;;2:34;01/05/2014;30/05/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"20 centimes dans l\'eau";Pépé;"20 centimes dans l'eau";;;;;2:25;01/05/2014;30/05/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"20 centimes dans l\'eau";"80 bougies";"20 centimes dans l'eau";;;;;2:42;01/05/2014;30/05/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;2D;Quest;2D;;;;;4:33;01/05/2014;30/05/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;2D;"Sound Leads Me";2D;;;;;4:43;01/05/2014;30/05/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;Humeur;L'innommable;32;;;;;2:44;01/05/2014;30/05/2014;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Glad to be...";"Glad to be sad";Acktarus;;;;;5:17;01/05/2014;30/05/2014;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Glad to be...";"Color me";Acktarus;;;;;3:40;01/05/2014;30/05/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
