"CODE DECLARANT";"CODE DIFFUSEUR";GRID;"CODE EAN 13";"CODE UPC";"IDENTIFIANT PRODUIT DECLARANT";"TYPE SERVICE";"TYPE PRODUIT";"TITRE PRODUIT";"TITRE OEUVRE";"NOM COMPOSITEUR";"NOM AUTEUR";"NOM EDITEUR";"NOM INTERPRETE";LABEL;"DUREE OEUVRE";"DATE DEBUT PERIODE";"DATE FIN PERIODE";"TERRITOIRE VENTE";QUANTITE;"NOM DE L'OFFRE COMMERCIALE";"TYPE MODELE COMMERCIAL";"TYPE CANAL DISTRIBUTION";"TYPE UTILISATION";"PRIX UNITAIRE HT";DEVISE

TESTONLINE;TOL;;;;;MUSI;SINGLE;EP;"Folk Song";"13th Procession";;;;;4:22;01/05/2017;30/05/2017;FR;7;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;EP;"Incredible Wild Lover";"13th Procession";;;;;4:50;01/05/2017;30/05/2017;FR;6;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;EP;"23rd Floor";"13th Procession";;;;;3:44;01/05/2017;30/05/2017;FR;3;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;EP;"What's your name ?";"13th Procession";;;;;3:18;01/05/2017;30/05/2017;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;Shed;"Shiny Rain";"13th Procession";;;;;4:25;01/05/2017;30/05/2017;FR;6;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;Shed;"June And The Empty Jar";"13th Procession";;;;;3:54;01/05/2017;30/05/2017;FR;10;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Introducing a guy in light";Dandelions;"A guy in light";;;;;5:05;01/05/2017;30/05/2017;FR;509;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;Esquisses;"La différence";Agathe;;;;;4:32;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;Agorapolis;"La famille";Agorapolis;;;;;3:18;01/05/2017;30/05/2017;FR;346;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;Agorapolis;"Comme Appolinaire";Agorapolis;;;;;4:29;01/05/2017;30/05/2017;FR;474;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"L'ame bleue";"La Nostalgique";"Alain Chapelain";;;;;2:43;01/05/2017;30/05/2017;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"L'ame bleue";"La mélodie de notre adieu";"Alain Chapelain";;;;;3:23;01/05/2017;30/05/2017;FR;3;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"L'ame bleue";Scherzo;"Alain Chapelain";;;;;3:29;01/05/2017;30/05/2017;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"L'ame bleue";Swing-valse;"Alain Chapelain";;;;;3:37;01/05/2017;30/05/2017;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"L'ame bleue";Swing-valse;"Alain Chapelain";;;;;3:37;01/05/2017;30/05/2017;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"L'ame bleue";"Quai de l'Ile";"Alain Chapelain";;;;;2:57;01/05/2017;30/05/2017;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"L'ame bleue";Maria;"Alain Chapelain";;;;;2:25;01/05/2017;30/05/2017;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"L'ame bleue";"Sous le ciel de Paris";"Alain Chapelain";;;;;3:08;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;Pioche;"Ma vie de homard";"Alexandre Révérend";;;;;3:24;01/05/2017;30/05/2017;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;Pioche;"Candidat libre";"Alexandre Révérend";;;;;2:53;01/05/2017;30/05/2017;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"L'écume des nuits";"Petite fourmi des îles";"Ali Danel";;;;;3:02;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"L'écume des nuits";"L'écume des nuits";"Ali Danel";;;;;4:03;01/05/2017;30/05/2017;FR;338;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"L'écume des nuits";Guadalajara;"Ali Danel";;;;;2:38;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"L'écume des nuits";"Face à l'ouragan";"Ali Danel";;;;;2:35;01/05/2017;30/05/2017;FR;549;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"L'écume des nuits";"Sanza bonheur";"Ali Danel";;;;;3:16;01/05/2017;30/05/2017;FR;540;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Kiss Me";"Stop turning around";"Alice the Goon";;;;;2:52;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Kiss Me";"Love loving";"Alice the Goon";;;;;2:50;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Kiss Me";"I Can't Fly";"Alice the Goon";;;;;3:08;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Kiss Me";"Kiss me";"Alice the Goon";;;;;2:40;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Kiss Me";"Sad sad";"Alice the Goon";;;;;3:06;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Kiss Me";"Super junior";"Alice the Goon";;;;;2:09;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Kiss Me";"My horse is mad";"Alice the Goon";;;;;2:51;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Kiss Me";"Call me on the phone";"Alice the Goon";;;;;2:57;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Kiss Me";"On my own";"Alice the Goon";;;;;3:15;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Kiss Me";AAAAAAAAAH!;"Alice the Goon";;;;;2:08;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Kiss Me";"Jack Frost";"Alice the Goon";;;;;4:02;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Come on EP";"Come on";"Aloha Orchestra";;;;;2:59;01/05/2017;30/05/2017;FR;317;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Melting potes";Serendipity;Amatis;;;;;5:06;01/05/2017;30/05/2017;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Entre là!!";"Trop Jeune";"An Las";;;;;4:15;01/05/2017;30/05/2017;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Entre là!!";"Rond de St-Vincent";"An Las";;;;;6:24;01/05/2017;30/05/2017;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;Never;"One hundred birds";Aña;;;;;2:49;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;Never;Never;Aña;;;;;3:30;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;Never;"Secret fires (gun club cover)";Aña;;;;;3:03;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;Never;Nowhere;Aña;;;;;3:44;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;AngelFace;"Catch a motion";"Angel FACE";;;;;6:03;01/05/2017;30/05/2017;FR;427;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;AngelFace;Marmelade;"Angel FACE";;;;;7:01;01/05/2017;30/05/2017;FR;496;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;AngelFace;"Narrow (Chokebore Cover)";"Angel FACE";;;;;5:13;01/05/2017;30/05/2017;FR;347;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;AngelFace;"Space Opera";"Angel FACE";;;;;4:01;01/05/2017;30/05/2017;FR;285;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;Mélangés;S'étirer;Anne-Flore;;;;;3:30;01/05/2017;30/05/2017;FR;135;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Pour mieux comprendre mes copains et moi";"Mon doudou";Annika;;;;;2:33;01/05/2017;30/05/2017;FR;3;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Pour mieux comprendre mes copains et moi";"La p'tite cuillère";Annika;;;;;3:18;01/05/2017;30/05/2017;FR;3;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Pour mieux comprendre mes copains et moi";"Mais qui a déchiré ce livre ?";Annika;;;;;1:46;01/05/2017;30/05/2017;FR;3;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Pour mieux comprendre mes copains et moi";"Le pot, c'est rigolo...";Annika;;;;;2:04;01/05/2017;30/05/2017;FR;3;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Pour mieux comprendre mes copains et moi";"Berceuse pour la sieste";Annika;;;;;1:46;01/05/2017;30/05/2017;FR;3;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Pour mieux comprendre mes copains et moi";"Ma nouvelle maison";Annika;;;;;2:45;01/05/2017;30/05/2017;FR;3;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Pour mieux comprendre mes copains et moi";"Pour faire la ronde";Annika;;;;;1:41;01/05/2017;30/05/2017;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Pour mieux comprendre mes copains et moi";"Bientôt, j'irai à l'école";Annika;;;;;2:17;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Pour mieux comprendre mes copains et moi";"Dans le gros ventre de maman";Annika;;;;;2:02;01/05/2017;30/05/2017;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Pour mieux comprendre mes copains et moi";"La ronde en chantant";Annika;;;;;1:26;01/05/2017;30/05/2017;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
