"CODE DECLARANT";"CODE DIFFUSEUR";GRID;"CODE EAN 13";"CODE UPC";"IDENTIFIANT PRODUIT DECLARANT";"TYPE SERVICE";"TYPE PRODUIT";"TITRE PRODUIT";"TITRE OEUVRE";"NOM COMPOSITEUR";"NOM AUTEUR";"NOM EDITEUR";"NOM INTERPRETE";LABEL;"DUREE OEUVRE";"DATE DEBUT PERIODE";"DATE FIN PERIODE";"TERRITOIRE VENTE";QUANTITE;"NOM DE L'OFFRE COMMERCIALE";"TYPE MODELE COMMERCIAL";"TYPE CANAL DISTRIBUTION";"TYPE UTILISATION";"PRIX UNITAIRE HT";DEVISE

TESTONLINE;TOL;;;;;MUSI;SINGLE;"13th Procession";"Folk Song";"13th Procession";;;;;4:22;01/04/2016;30/04/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"13th Procession";"What's your name ?";"13th Procession";;;;;3:18;01/04/2016;30/04/2016;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Mais qui a jeté 20 centimes dans l\'eau?";"Le bon de sortie";"20 centimes dans l'eau";;;;;5:27;01/04/2016;30/04/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Groovy Jazz (Live)";"Money in the pocket";"AB sextet";;;;;8:36;01/04/2016;30/04/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Groovy Jazz (Live)";Chicken;"AB sextet";;;;;8:32;01/04/2016;30/04/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Groovy Jazz (Live)";"The approaching storm";"AB sextet";;;;;6:24;01/04/2016;30/04/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Groovy Jazz (Live)";"Midle Shag";"AB sextet";;;;;8:06;01/04/2016;30/04/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Groovy Jazz (Live)";"Le Groove BA ba";"AB sextet";;;;;6:36;01/04/2016;30/04/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Groovy Jazz (Live)";"Good evening Mr & Mrs América";"AB sextet";;;;;17:12;01/04/2016;30/04/2016;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
