"CODE DECLARANT";"CODE DIFFUSEUR";GRID;"CODE EAN 13";"CODE UPC";"IDENTIFIANT PRODUIT DECLARANT";"TYPE SERVICE";"TYPE PRODUIT";"TITRE PRODUIT";"TITRE OEUVRE";"NOM COMPOSITEUR";"NOM AUTEUR";"NOM EDITEUR";"NOM INTERPRETE";LABEL;"DUREE OEUVRE";"DATE DEBUT PERIODE";"DATE FIN PERIODE";"TERRITOIRE VENTE";QUANTITE;"NOM DE L'OFFRE COMMERCIALE";"TYPE MODELE COMMERCIAL";"TYPE CANAL DISTRIBUTION";"TYPE UTILISATION";"PRIX UNITAIRE HT";DEVISE

TESTONLINE;TOL;;;;;MUSI;SINGLE;EP;"Folk Song";"13th Procession";;;;;4:22;01/12/2016;30/12/2016;FR;3;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"June and the empty jar";"June And The Empty Jar";"13th Procession";;;;;3:54;01/12/2016;30/12/2016;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;EP;"Incredible Wild Lover";"13th Procession";;;;;4:50;01/12/2016;30/12/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;EP;"23rd Floor";"13th Procession";;;;;3:44;01/12/2016;30/12/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;EP;"What's your name ?";"13th Procession";;;;;3:18;01/12/2016;30/12/2016;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Mais qui a jeté 20 centimes dans l\'eau?";"500 euros";"20 centimes dans l'eau";;;;;3:46;01/12/2016;30/12/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Mais qui a jeté 20 centimes dans l\'eau?";"Banque route";"20 centimes dans l'eau";;;;;4:27;01/12/2016;30/12/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Mais qui a jeté 20 centimes dans l\'eau?";"Le bon de sortie";"20 centimes dans l'eau";;;;;5:27;01/12/2016;30/12/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Mais qui a jeté 20 centimes dans l\'eau?";"L'ange Gabriel(le)";"20 centimes dans l'eau";;;;;4:38;01/12/2016;30/12/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Mais qui a jeté 20 centimes dans l\'eau?";"La fable du bourdon et du cafard";"20 centimes dans l'eau";;;;;3:18;01/12/2016;30/12/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Mais qui a jeté 20 centimes dans l\'eau?";"La complainte du Célibataire";"20 centimes dans l'eau";;;;;3:49;01/12/2016;30/12/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Mais qui a jeté 20 centimes dans l\'eau?";"Chirurgie plastique";"20 centimes dans l'eau";;;;;4:08;01/12/2016;30/12/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Mais qui a jeté 20 centimes dans l\'eau?";"Les petites annonces";"20 centimes dans l'eau";;;;;3:58;01/12/2016;30/12/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Mais qui a jeté 20 centimes dans l\'eau?";"Big Bang Boum";"20 centimes dans l'eau";;;;;3:41;01/12/2016;30/12/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Mais qui a jeté 20 centimes dans l\'eau?";"Ne quittez pas!";"20 centimes dans l'eau";;;;;5:37;01/12/2016;30/12/2016;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Keep Smiling";"Keep Smiling";"AB sextet";;;;;3:31;01/12/2016;30/12/2016;FR;10;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Groovy Jazz (Live)";"Money in the pocket";"AB sextet";;;;;8:36;01/12/2016;30/12/2016;FR;5;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Good Resolution";"Good résolution";"AB sextet";;;;;6:44;01/12/2016;30/12/2016;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Keep Smiling";Voltige;"AB sextet";;;;;5:13;01/12/2016;30/12/2016;FR;7;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Groovy Jazz (Live)";Chicken;"AB sextet";;;;;8:32;01/12/2016;30/12/2016;FR;3;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Good Resolution";Jungle;"AB sextet";;;;;5:33;01/12/2016;30/12/2016;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Groovy Jazz (Live)";Zivabeat;"AB sextet";;;;;11:03;01/12/2016;30/12/2016;FR;4;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Good Resolution";"Fuck Mickey";"AB sextet";;;;;2:29;01/12/2016;30/12/2016;FR;8;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Groovy Jazz (Live)";"The approaching storm";"AB sextet";;;;;6:24;01/12/2016;30/12/2016;FR;3;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Groovy Jazz (Live)";"Midle Shag";"AB sextet";;;;;8:06;01/12/2016;30/12/2016;FR;3;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Groovy Jazz (Live)";"Le Groove BA ba";"AB sextet";;;;;6:36;01/12/2016;30/12/2016;FR;2;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Groovy Jazz (Live)";"Good evening Mr & Mrs América";"AB sextet";;;;;17:12;01/12/2016;30/12/2016;FR;6;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Ma vision des choses";Assez;Abde;;;;;2:42;01/12/2016;30/12/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Ma vision des choses";"Des millions";Abde;;;;;5:19;01/12/2016;30/12/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Ma vision des choses";"Reveille toi";Abde;;;;;3:02;01/12/2016;30/12/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Ma vision des choses";"Big probleme";Abde;;;;;3:53;01/12/2016;30/12/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Ma vision des choses";Mama;Abde;;;;;3:33;01/12/2016;30/12/2016;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
