"CODE DECLARANT";"CODE DIFFUSEUR";GRID;"CODE EAN 13";"CODE UPC";"IDENTIFIANT PRODUIT DECLARANT";"TYPE SERVICE";"TYPE PRODUIT";"TITRE PRODUIT";"TITRE OEUVRE";"NOM COMPOSITEUR";"NOM AUTEUR";"NOM EDITEUR";"NOM INTERPRETE";LABEL;"DUREE OEUVRE";"DATE DEBUT PERIODE";"DATE FIN PERIODE";"TERRITOIRE VENTE";QUANTITE;"NOM DE L'OFFRE COMMERCIALE";"TYPE MODELE COMMERCIAL";"TYPE CANAL DISTRIBUTION";"TYPE UTILISATION";"PRIX UNITAIRE HT";DEVISE

TESTONLINE;TOL;;;;;MUSI;SINGLE;"Propre sur soi";"Un Peu d'Air";"1 Costard pour 2";;;;;3:39;01/11/2014;30/11/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;10'Kei;Mercatory;10'Kei;;;;;5:23;01/11/2014;30/11/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"13th Procession";"Folk Song";"13th Procession";;;;;4:22;01/11/2014;30/11/2014;FR;6;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"13th Procession";"Incredible Wild Lover";"13th Procession";;;;;4:50;01/11/2014;30/11/2014;FR;7;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"13th Procession";"23rd Floor";"13th Procession";;;;;3:44;01/11/2014;30/11/2014;FR;6;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"13th Procession";"What's your name ?";"13th Procession";;;;;3:18;01/11/2014;30/11/2014;FR;21;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Mais qui a jeté 20 centimes dans l\'eau?";"500 euros";"20 centimes dans l'eau";;;;;3:46;01/11/2014;30/11/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Mais qui a jeté 20 centimes dans l\'eau?";"Chirurgie plastique";"20 centimes dans l'eau";;;;;4:08;01/11/2014;30/11/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;"Mais qui a jeté 20 centimes dans l\'eau?";"Les petites annonces";"20 centimes dans l'eau";;;;;3:58;01/11/2014;30/11/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
TESTONLINE;TOL;;;;;MUSI;SINGLE;Humeur;Humeur;32;;;;;4:40;01/11/2014;30/11/2014;FR;1;;FREE;INTERNET;ON_DEM_STRE;0;EURO
